Inguinal hernia	HP:0000023
Distended abdomen	HP:0003270
Belly bloating	HP:0003270
Abdominal swelling	HP:0003270
Visceromegaly	HP:0003271
Abdominal situs inversus	HP:0003363
Situs inversus visceralis	HP:0003363
Situs inversus viscerum	HP:0003363
Abnormality of the mucous membrane layer of stomach	HP:0004295
Abnormality of the gastric mucosa	HP:0004295
Abnormal gastric mucosa morphology	HP:0004295
Abnormal gastrointestinal vascular morphology	HP:0004296
Abnormality of GI vasculature	HP:0004296
Abnormality of GI blood vessels	HP:0004296
Abnormality of gastrointestinal vasculature	HP:0004296
Abnormality of the biliary system	HP:0004297
Abnormality of external features of the abdomen	HP:0004298
Abnormality of the abdominal wall	HP:0004298
Herniated abdominal wall	HP:0004299
Hernia of the abdominal wall	HP:0004299
Abnormality of enteric ganglion morphology	HP:0004362
Abnormality of the enteric ganglia	HP:0004362
Abnormality of the anus	HP:0004378
Protracted diarrhoea	HP:0004385
Protracted diarrhea	HP:0004385
GI inflammation	HP:0004386
Gastrointestinal inflammation	HP:0004386
Enterocolitis	HP:0004387
Microcolon	HP:0004388
Microcolon on contrast enema	HP:0004388
Intestinal pseudoobstruction	HP:0004389
Intestinal pseudo-obstruction	HP:0004389
Gastrointestinal hamartoma	HP:0004390
Hamartomatous polyposis	HP:0004390
Gastrointestinal hamartomatous polyps	HP:0004390
Hamartomatous polyps	HP:0004390
Prune belly	HP:0004392
Multiple gastric polyps	HP:0004394
Malnutrition	HP:0004395
Poor appetite	HP:0004396
Decreased appetite	HP:0004396
No appetite	HP:0004396
Loss of appetite	HP:0004396
Anus malposition	HP:0004397
Ectopic anus	HP:0004397
Abnormal anus position	HP:0004397
Peptic ulcer	HP:0004398
Sore in the lining of gastrointestinal tract	HP:0004398
Congenital pyloric atresia	HP:0004399
Abnormality of the pylorus	HP:0004400
Meconium ileus in neonates	HP:0004401
Distal intestinal obstruction syndrome	HP:0004401
Meconium ileus on ultrasonography	HP:0004401
Meconium ileus	HP:0004401
Proximal esophageal atresia	HP:0004403
Fulminant hepatic failure	HP:0004448
Pancreatic islet-cell hyperplasia	HP:0004510
Hyperplastic islets of langerhans	HP:0004510
Hypertrophic pancreatic islets	HP:0004510
Pancreatic islet-cell hypertrophy	HP:0004510
Islets of langerhans hypertrophy	HP:0004510
Islet of Langerhans hyperplasia	HP:0004510
Multiple duodenal polyps	HP:0004783
Duodenal polyposis	HP:0004783
Juvenile GI polyposis	HP:0004784
Juvenile gastrointestinal polyposis	HP:0004784
Malrotation of colon	HP:0004785
Jejunal diverticula	HP:0004786
Fulminant hepatitis	HP:0004787
Intestinal lymphedema	HP:0004788
Lactose intolerance	HP:0004789
Milk intolerance	HP:0004789
Hypoplasia of the small intestine	HP:0004790
Underdeveloped small intestine	HP:0004790
Esophagus ulcer	HP:0004791
Esophageal ulceration	HP:0004791
Oesophagus ulcer	HP:0004791
Oesophagus ulceration	HP:0004791
Rectoperineal fistula	HP:0004792
Malrotation of the small intestine	HP:0004794
Malrotation of small bowel	HP:0004794
Hamartomatous stomach polyps	HP:0004795
Obstruction in digestive tract	HP:0004796
GI obstruction	HP:0004796
Gastrointestinal obstruction	HP:0004796
Multiple small bowel atresias	HP:0004797
Recurrent gastrointestinal infections	HP:0004798
Recurrent infection of the gastrointestinal tract	HP:0004798
Recurrent infection of the GI tract	HP:0004798
Gastrointestinal infections	HP:0004798
Gastrointestinal infections, recurrent	HP:0004798
Jejunoileal diverticula	HP:0004799
Duodenal diverticula	HP:0004800
Recurrent abdominal hernia	HP:0004872
Incisional hernia	HP:0004872
Extrahepatic portal hypertension	HP:0004941
Aplasia of the abdominal wall musculature	HP:0005199
Absent abdominal musculature	HP:0005199
Retroperitoneal fibrosis	HP:0005200
Anomalous splenoportal venous system	HP:0005201
Helicobacter pylori infection	HP:0005202
Boerhaave syndrome	HP:0005203
Spontaneous esophageal rupture	HP:0005203
Spontaneous esophageal perforation	HP:0005203
Pancreatic pseudocyst	HP:0005206
Increased stomach size	HP:0005207
Gastric hypertrophy	HP:0005207
Secretory diarrhoea	HP:0005208
Secretory diarrhea	HP:0005208
Intrahepatic bile duct cysts	HP:0005209
Hypoplasia of the colon	HP:0005210
Underdeveloped colon	HP:0005210
Hypoplastic colon	HP:0005210
Midgut malrotation	HP:0005211
Anal mucosal leukoplakia	HP:0005212
Pancreatic calcification	HP:0005213
Pancreatic calcifications	HP:0005213
Intestinal blockage	HP:0005214
Bowel obstruction	HP:0005214
Intestinal obstruction	HP:0005214
Frequent Giardia lamblia infestation	HP:0005215
Duplication of internal organs	HP:0005217
Anoperineal fistula	HP:0005218
Perianal fistula	HP:0005218
Absence of intrinsic factor	HP:0005219
Intrinsic factor absent from gastric juice	HP:0005219
Multiple intestinal neurofibromatosis	HP:0005220
Bowel diverticula	HP:0005222
Bowel diverticulosis	HP:0005222
Duplicated colon	HP:0005223
Perirectal abscess	HP:0005224
Rectal abscess	HP:0005224
Intestinal oedema	HP:0005225
Intestinal edema	HP:0005225
Adenomatous colonic polyposis	HP:0005227
Multiple adenomatous colon polyps	HP:0005227
Multiple colonic adenomatous polyps	HP:0005227
Jejunoileal ulceration	HP:0005229
Biliary tract obstruction	HP:0005230
Chronic gastritis	HP:0005231
Pancreatic dysplasia	HP:0005232
Hypoplasia of the gallbladder	HP:0005233
Hypoplastic gallbladder	HP:0005233
Neonatal intestinal obstruction	HP:0005234
Jejunal atresia	HP:0005235
Chronic calcifying pancreatitis	HP:0005236
Degenerative liver disease	HP:0005237
Discrete intestinal polyps	HP:0005238
Esophageal obstruction	HP:0005240
Total intestinal aganglionosis	HP:0005241
Biliary atresia, extrahepatic	HP:0005242
Extrahepatic biliary duct atresia	HP:0005242
Partial abdominal muscle agenesis	HP:0005243
Gastrointestinal infarctions	HP:0005244
GI infarctions	HP:0005244
Death of digestive organ tissue due to poor blood supply	HP:0005244
Hypoplastic intestines	HP:0005245
Underdeveloped instestine	HP:0005245
Intestinal hypoplasia	HP:0005245
Giant hypertrophic gastritis	HP:0005246
Menetrier disease	HP:0005246
Abdominal muscular hypoplasia	HP:0005247
Hypoplasia of the abdominal wall musculature	HP:0005247
Intrahepatic biliary atresia	HP:0005248
Bile duct paucity	HP:0005248
Intrahepatic atresia of biliary duct	HP:0005248
Functional intestinal obstruction	HP:0005249
High intestinal obstruction	HP:0005250
Stomach inflammation	HP:0005263
Gastritis	HP:0005263
Abnormality of the gallbladder	HP:0005264
Anomaly of the gallbladder	HP:0005264
Abnormality of the jejunum	HP:0005265
Abnormal jejunum morphology	HP:0005265
Intestinal polyp	HP:0005266
Intestinal polyps	HP:0005266
Gallbladder septated	HP:0005608
Double gallbladder	HP:0005608
Bilobate gallbladder	HP:0005608
Bilobed gallbladder	HP:0005608
Gallbladder duplication	HP:0005608
Gallbladder dysfunction	HP:0005609
Biliary duct atresia	HP:0005912
Biliary atresia	HP:0005912
Fluctuating splenomegaly	HP:0006268
Underdeveloped spleen	HP:0006270
Hypoplastic spleen	HP:0006270
Pancreatic lymphangiectasis	HP:0006273
Reduced pancreatic beta cells	HP:0006274
Hyperechogenic pancreas	HP:0006276
Pancreatic hyperplasia	HP:0006277
Abnormal pancreas location	HP:0006278
Ectopic pancreatic tissue	HP:0006278
Beta-cell dysfunction	HP:0006279
Chronic pancreas inflammation	HP:0006280
Chronic pancreatitis	HP:0006280
Abnormality of the pancreatic islet cells	HP:0006476
Acute hepatic failure	HP:0006554
Acute liver failure	HP:0006554
Diffuse hepatic steatosis	HP:0006555
Hepatic steatosis, diffuse	HP:0006555
Polycystic liver disease	HP:0006557
Decreased mitochondrial complex III activity in liver tissue	HP:0006558
Liver calcifications	HP:0006559
Hepatic calcification	HP:0006559
Biliary hyperplasia	HP:0006560
Bile duct hyperplasia	HP:0006560
Lipid accumulation in hepatocytes	HP:0006561
Viral hepatitis	HP:0006562
Malformation of the hepatic ductal plate	HP:0006563
Fluctuating hepatomegaly	HP:0006564
Increased hepatocellular lipid droplets	HP:0006565
Neonatal cholestatic liver disease	HP:0006566
Increased hepatic glycogen content	HP:0006568
Increased liver glycogen content	HP:0006568
Intrahepatic duct deficiency	HP:0006571
Reduced number of intrahepatic bile ducts	HP:0006571
Hepatic ductopenia	HP:0006571
Subacute progressive viral hepatitis	HP:0006572
Acute hepatic steatosis	HP:0006573
Acute fatty liver	HP:0006573
Hepatic arteriovenous malformation	HP:0006574
Liver arteriovenous malformation	HP:0006574
Intrahepatic cholestasis with episodic jaundice	HP:0006575
Hepatic vascular malformations	HP:0006576
Liver vascular malformations	HP:0006576
Macronodular cirrhosis	HP:0006577
Prolonged neonatal jaundice	HP:0006579
Jaundice, neonatal	HP:0006579
Prolonged yellowing of skin in newborn	HP:0006579
Neonatal jaundice	HP:0006579
Portal fibrosis shown on biopsy	HP:0006580
Portal fibrosis	HP:0006580
Depletion of mitochondrial DNA in liver	HP:0006581
Reye syndrome-like episodes	HP:0006582
Fatal liver failure in infancy	HP:0006583
Cystic liver disease	HP:0006706
Abnormality of the hepatic vasculature	HP:0006707
Abnormality of the liver vasculature	HP:0006707
Abnormality of liver blood vessels	HP:0006707
Hereditary nonpolyposis colorectal carcinoma	HP:0006716
Benign GI tract tumors	HP:0006719
Benign gastrointestinal tract tumors	HP:0006719
Benign gastrointestinal tract tumours	HP:0006719
Non-cancerous GI tumours	HP:0006719
Benign GI tract tumours	HP:0006719
Non-cancerous GI tumors	HP:0006719
Small intestine carcinoid	HP:0006722
Intestinal carcinoid	HP:0006723
Pancreatic adenocarcinoma	HP:0006725
Malignant GI tract tumors	HP:0006749
Malignant gastrointestinal tract tumours	HP:0006749
Malignant gastrointestinal tract tumors	HP:0006749
Malignant GI tract tumours	HP:0006749
Stomach tumour	HP:0006753
Neoplasm of the stomach	HP:0006753
Neoplasia of the stomach	HP:0006753
Stomach tumor	HP:0006753
Anal canal squamous carcinoma	HP:0006763
Duodenal cancer	HP:0006771
Duodenal adenocarcinoma	HP:0006771
Pseudobulbar palsy	HP:0007024
Pseudobulbar syndrome	HP:0007024
Pseudobulbar paralysis	HP:0007024
Neoplasm of the gastrointestinal tract	HP:0007378
Neoplasm of the GI tract	HP:0007378
Gastrointestinal tract neoplasm	HP:0007378
GI tract tumour	HP:0007378
Gastrointestinal tract tumour	HP:0007378
Gastrointestinal tract neoplasia	HP:0007378
GI tract tumor	HP:0007378
Gastrointestinal tract tumor	HP:0007378
Multiple pancreatic beta-cell adenomas	HP:0008194
Pancreatic islet cell adenoma	HP:0008261
Feeding difficulties in infancy	HP:0008872
Perianal abscess	HP:0009789
Extra spleen	HP:0009799
Supernumerary spleens	HP:0009799
Absent/small abdominal wall muscles	HP:0010318
Absent/underdeveloped abdominal wall muscles	HP:0010318
Aplasia/Hypoplasia of the abdominal wall musculature	HP:0010318
Anal fistula	HP:0010447
Fistula in ano	HP:0010447
Colonic atresia	HP:0010448
Large intestinal atresia	HP:0010448
Atresia of the large intestine	HP:0010448
Esophageal stenosis	HP:0010450
Narrowing of the oesophagus	HP:0010450
Narrowing of the esophagus	HP:0010450
Absent/small spleen	HP:0010451
Absent/underdeveloped spleen	HP:0010451
Aplasia/Hypoplasia of the spleen	HP:0010451
Ectopic spleen	HP:0010452
Ectopia of the spleen	HP:0010452
Abnormal spleen location	HP:0010452
Cloacal exstrophy	HP:0010475
Mechanical ileus	HP:0010676
Abdominal wall defect	HP:0010866
Congenital anterior abdominal wall defect	HP:0010866
Abnormality of the abdominal musculature	HP:0010991
Abnormal morphology of the abdominal musculature	HP:0010991
Mixed cirrhosis	HP:0011005
Abnormality of the GI tract	HP:0011024
Digestive system disease	HP:0011024
Abnormality of the gastrointestinal tract	HP:0011024
Gastrointestinal disease	HP:0011024
Abnormality of the intrahepatic bile duct	HP:0011040
Abnormal intrahepatic bile duct morphology	HP:0011040
Intestinal atresia	HP:0011100
Ileal atresia	HP:0011102
Acute esophageal necrosis	HP:0011128
Perianal rash	HP:0011131
Perianal dermatitis	HP:0011131
Gastric duplication cyst	HP:0011139
Gastric duplication	HP:0011139
Gastrointestinal duplication	HP:0011140
GI duplication	HP:0011140
Short-segment aganglionic megacolon	HP:0011284
Long-segment aganglionic megacolon	HP:0011285
Total colonic aganglionosis	HP:0011286
Abdominal symptom	HP:0011458
Esophageal carcinoma	HP:0011459
Aganglionosis of the small intestine	HP:0011464
Duodenal aganglionosis	HP:0011465
Aplasia/Hypoplasia of the gallbladder	HP:0011466
Absent/underdeveloped gallbladder	HP:0011466
Absent/small gallbladder	HP:0011466
Absent gallbladder	HP:0011467
Aplasia of the gallbladder	HP:0011467
Agenesis of the gallbladder	HP:0011467
Nasal regurgitation	HP:0011469
Nasogastric tube feeding in infancy	HP:0011470
PEG-fed in infancy	HP:0011471
Gastrostomy tube feeding in infancy	HP:0011471
Abnormality of small intestinal villus morphology	HP:0011472
Abnormal shape of small intestinal villus	HP:0011472
Biopsy shows villous atrophy	HP:0011473
Variable degree of villous atrophy	HP:0011473
Atrophy of small intestinal villi	HP:0011473
Villous degeneration	HP:0011473
Villous atrophy	HP:0011473
Small intestine biopsy shows villous atrophy	HP:0011473
Duodenal villous atrophy	HP:0011473
Abnormality of abdominal situs	HP:0011620
Abdominal colic	HP:0011848
Hemoperitoneum	HP:0011854
Hematoperitoneum	HP:0011854
Nodular transformation of liver	HP:0011954
Noncirrhotic nodulation	HP:0011954
Partial nodular transformation of liver	HP:0011954
Nodular regenerative hyperplasia of liver	HP:0011954
Hepatic granulomatosis	HP:0011955
Intestinal lymphoid nodular hyperplasia	HP:0011956
Feeding difficulties	HP:0011968
Poor feeding	HP:0011968
Feeding problems	HP:0011968
Cholesterol gallstones	HP:0011980
Pigment gallstones	HP:0011981
Black pigment gallstones	HP:0011982
Brown pigment gallstones	HP:0011983
Atretic gallbladder	HP:0011984
Gallbladder atresia	HP:0011984
Clay coloured stools	HP:0011985
Clay colored stools	HP:0011985
Discolored, acholic stools	HP:0011985
Acholic stools	HP:0011985
Acholia	HP:0011985
Hepatocellular adenoma	HP:0012028
Liver cell adenoma	HP:0012028
Hepatic adenoma	HP:0012028
Abnormal pancreas morphology	HP:0012090
Abnormality of pancreas morphology	HP:0012090
Abnormally shaped pancreas	HP:0012090
Abnormality of pancreas physiology	HP:0012091
Abnormality of exocrine pancreas physiology	HP:0012092
Abnormal exocrine pancreatic function	HP:0012092
Abnormality of endocrine pancreas physiology	HP:0012093
Abnormal pancreas size	HP:0012094
Hepatitis	HP:0012115
Liver inflammation	HP:0012115
Gastric cancer	HP:0012126
Stomach cancer	HP:0012126
Squamous cell carcinoma of the pancreas	HP:0012142
Pancreatic squamous cell carcinoma	HP:0012142
Hyperplastic colonic polyposis	HP:0012183
Insulinoma	HP:0012197
Pancreatic insulinoma	HP:0012197
Juvenile colonic polyposis	HP:0012198
Splenic rupture	HP:0012223
Ruptured spleen	HP:0012223
Hepatic amyloidosis	HP:0012280
Chylous ascites	HP:0012281
Chyloperitoneum	HP:0012281
Extrahepatic cholestasis	HP:0012334
Delayed self-feeding during toddler years	HP:0012381
Anal erosion	HP:0012390
Anal fissure	HP:0012390
Biliary dyskinesia	HP:0012396
Duodenal atrophy	HP:0012414
Colonic inertia	HP:0012423
Recto-sigmoid colon stercoral ulcer	HP:0012425
Colon ulcer	HP:0012425
Stercoral ulcer	HP:0012425
Abnormal gallbladder morphology	HP:0012437
Abnormal shape of gallbladder	HP:0012437
Abnormal gallbladder structure	HP:0012437
Abnormal gallbladder physiology	HP:0012438
Abnormal biliary tract physiology	HP:0012439
Anomaly of the biliary tract	HP:0012440
Abnormal biliary tract morphology	HP:0012440
Sphincter of Oddi dyskinesia	HP:0012441
Sphincter of Oddi dysfunction	HP:0012441
Gallbladder dyskinesia	HP:0012442
Infrequent bowel movements	HP:0012450
Chronic constipation	HP:0012450
Acute constipation	HP:0012451
Increased iron concentration in liver	HP:0012465
Elevated hepatic iron concentration	HP:0012465
Increased liver iron level	HP:0012465
Colonic varices	HP:0012550
Cloacal abnormality	HP:0012620
Cloacogenic bladder	HP:0012621
